file,status,before_kb,after_kb,reduction_pct,width,height,error,output_path
162_9.png,OK,72.5,18.4,74.7,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\162_9.webp
163.png,OK,93.9,21.6,77.0,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\163.webp
163_1.png,OK,94.4,22.4,76.3,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\163_1.webp
163_10.png,OK,92.9,21.3,77.1,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\163_10.webp
163_11.png,OK,92.0,20.3,77.9,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\163_11.webp
163_12.png,OK,94.2,22.0,76.6,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\163_12.webp
163_13.png,OK,91.8,19.9,78.3,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\163_13.webp
163_14.png,OK,92.6,21.1,77.2,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\163_14.webp
163_15.png,OK,92.2,20.4,77.8,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\163_15.webp
163_16.png,OK,92.9,20.5,78.0,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\163_16.webp
163_17.png,OK,92.8,21.4,76.9,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\163_17.webp
163_18.png,OK,90.7,19.8,78.1,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\163_18.webp
163_19.png,OK,91.9,20.6,77.6,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\163_19.webp
163_2.png,OK,93.8,21.1,77.5,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\163_2.webp
163_3.png,OK,93.7,20.9,77.7,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\163_3.webp
163_4.png,OK,92.4,20.6,77.7,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\163_4.webp
163_5.png,OK,92.6,20.5,77.9,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\163_5.webp
